LocationNormalized,Id,SalaryNormalized,log_avg_salary,len_requirement,words_requirement
Bow Street,70986538.5,19875.0,9.888419005326009,2283.5,284.0
Biggleswade,69694360.69565217,19872.217391304348,9.794645099629042,724.9130434782609,95.73913043478261
Cullompton,69363291.73333333,19870.266666666666,9.856087286793263,991.9333333333333,131.0
Flax Bourton,71558457.0,19852.0,9.89606003670733,341.0,43.0
Dumbarton,70178744.46153846,19844.69230769231,9.862613464909177,1171.076923076923,151.30769230769232
Lochgilphead,70236431.0,19813.0,9.805111966328317,461.0,64.33333333333333
Brockley,68961967.0,19804.5,9.867826332551807,708.0,94.0
Elgin,69992369.2,19778.333333333332,9.85162301370477,744.1333333333333,100.2
Chorley,69059829.46043165,19746.424460431655,9.80978921544888,1185.3741007194244,155.66906474820144
Walton On The Naze,69847724.5,19680.0,9.862665558015873,589.0,79.5
Streatham Park,72138542.0,19680.0,9.834380382271675,177.0,24.5
Bootle,69486307.71428572,19677.928571428572,9.740335341215864,913.6071428571429,120.28571428571429
Colne,70610334.13636364,19666.454545454544,9.84207640055888,706.2272727272727,95.18181818181819
Prudhoe,64798694.2,19637.6,9.725972743383455,462.8,65.8
Oakham,68713281.86956522,19626.043478260868,9.854773641507338,886.9130434782609,117.21739130434783
Avonmouth,70339739.66666667,19625.333333333332,9.86147829834592,760.3333333333334,101.66666666666667
Alexandria,69692272.44444445,19593.11111111111,9.847564362688384,1053.3333333333333,141.77777777777777
Hawick,69459181.5,19592.0,9.882456170557933,269.5,36.0
Pwllheli,70697473.5,19560.0,9.880458730309176,700.75,91.75
Berkhamsted,68749219.21428572,19538.10714285714,9.827208267311056,850.3928571428571,112.82142857142857
Dunblane,68391108.0,19532.0,9.824578893148068,1000.75,125.75
Donaghadee,69184884.0,19510.333333333332,9.866133084701948,1001.3333333333334,131.33333333333334
Welford On Avon,72116457.0,19500.0,9.878169744551839,433.0,66.0
Auchterarder,68574717.0,19500.0,9.878169744551839,991.0,119.0
Otterbourne,69669259.0,19500.0,9.878169744551839,1178.0,169.0
Coal Aston,69008677.0,19500.0,9.878169744551839,1203.0,148.0
Bickley,67366353.0,19500.0,9.878169744551839,1758.0,224.0
Watlington,69570778.8888889,19491.444444444445,9.86592034108664,690.1111111111111,101.33333333333333
Aycliffe,69601390.6923077,19491.0,9.809126529092614,875.5,115.3076923076923
Beaworthy,67903712.33333333,19483.333333333332,9.869314051866098,862.6666666666666,116.83333333333333
Berwick-Upon-Tweed,68911230.64285715,19477.285714285714,9.756084698311934,1171.25,153.92857142857142
Porthcawl,68751529.75,19455.75,9.761750844930942,872.25,115.25
Capel St. Mary,67959697.0,19440.0,9.87508807801443,371.0,52.0
Kesgrave,67959696.0,19440.0,9.87508807801443,374.0,52.0
Chesham,69390327.125,19439.78125,9.762661507844017,1141.6875,150.375
Pembroke,67243150.22222222,19435.444444444445,9.807939481831779,621.4444444444445,86.66666666666667
Sandy,68300852.70588236,19426.529411764706,9.79347867461109,792.1176470588235,104.3529411764706
Llanrumney,69190454.0,19418.0,9.87395574993009,3752.0,546.0
Histon,48758780.0,19411.0,9.813953883779199,324.0,44.5
Smethwick,69270567.0,19397.030303030304,9.797899610913595,834.3030303030303,111.0909090909091
Bathgate,67177374.25,19393.0,9.793359897866228,618.875,84.875
Barnoldswick,69431366.42857143,19387.714285714286,9.845526531670142,1174.7142857142858,144.14285714285714
Brigg,67814168.85714285,19383.714285714286,9.782738156367609,784.0,100.42857142857143
Cosford,71231284.0,19341.0,9.86998247397873,1965.0,253.0
Penkridge,70764214.33333333,19333.333333333332,9.868367380650186,1383.3333333333333,176.0
Coleraine,68314157.66666667,19325.777777777777,9.842404039121423,714.3333333333334,96.77777777777777
Hendon,71008001.8,19320.0,9.77036655630221,1190.4,158.6
Llangollen,66149574.0,19286.666666666668,9.848025813370928,561.6666666666666,72.33333333333333
Lampeter,61389310.2,19271.2,9.840539485271988,700.2,98.6
Braunstone,66501565.0,19250.0,9.86526633971593,1825.0,272.0
Swaffham,69078502.33333333,19246.666666666668,9.849624720228748,755.3333333333334,100.0
Chipping Campden,70573610.57142857,19234.60714285714,9.83073845331314,1377.142857142857,173.32142857142858
West Thurrock,69946126.35714285,19226.285714285714,9.8199360454197,1029.5714285714287,140.0
Isle Of Arran,69994438.71428572,19226.0,9.837521418209112,722.0,97.57142857142857
Thorpe Larches,72691501.0,19200.0,9.862665558015873,257.0,33.0
Brightwell,72295564.0,19200.0,9.862665558015873,203.0,26.0
St. Agnes,70834053.0,19200.0,9.862665558015873,253.0,39.0
East Hagbourne,72295563.0,19200.0,9.862665558015873,266.0,34.0
Southborough,69329599.0,19200.0,9.862665558015873,2183.5,284.0
Pickering,69689339.58333333,19157.625,9.773566943080207,904.75,120.58333333333333
Dereham,69611899.0,19105.0,9.814387929612193,826.8333333333334,110.91666666666667
Narborough,70412728.75,19050.0,9.825468860030838,1075.0,140.25
Hockley,71088394.375,19044.25,9.759032271156311,706.75,97.875
Deal,68016198.57142857,19037.714285714286,9.807916643384987,847.1428571428571,113.57142857142857
Balerno,68411238.0,19036.0,9.854087202241,801.0,126.0
Musselburgh,70033573.6,19035.4,9.742598207013382,776.8,102.4
Winsford,69794973.08,19020.56,9.781674366923676,840.68,111.56
Pencoed,68508708.0,19000.0,9.852194258148577,1098.0,140.0
Tarleton,69004465.0,19000.0,9.852194258148577,1802.0,226.0
Ripe,68445285.0,19000.0,9.852194258148577,1790.0,221.0
Kidbrooke,69526015.0,19000.0,9.852194258148577,2852.0,393.0
Belle Vale,72120365.0,19000.0,9.852194258148577,1259.0,177.0
Hadfield,69640697.0,19000.0,9.852194258148577,1179.0,153.0
Garston,66436413.0,19000.0,9.852194258148577,2205.0,286.0
Pulford,70758059.0,19000.0,9.852194258148577,1559.0,195.0
Westham,70759481.0,19000.0,9.852194258148577,415.0,51.0
Temple,72703415.0,19000.0,9.852194258148577,1564.0,220.0
Bletsoe,68995570.0,19000.0,9.852194258148577,805.0,116.0
Wingland,71845022.0,19000.0,9.852194258148577,1059.0,134.0
Stroud Green,67769997.0,19000.0,9.852194258148577,1467.0,188.0
The Headland,70607949.0,19000.0,9.852194258148577,572.0,66.0
Hall Green,70766356.0,19000.0,9.852194258148577,453.0,60.0
Llandinam,72076932.0,19000.0,9.850807294707215,664.5,87.0
Sale,69190149.22222222,18988.805555555555,9.794093972273025,1113.1666666666667,147.80555555555554
Crowthorne,70082214.31818181,18985.909090909092,9.81238592007604,1239.4545454545455,162.4090909090909
Bude,70946603.25,18962.5,9.80835832644135,1006.5,131.0
Ross-On-Wye,69889482.5,18946.9375,9.778014111645849,924.375,124.25
Moffat,71224783.5,18940.5,9.825068007352822,228.0,31.0
Upminster,68334443.0,18922.666666666668,9.770640414404593,836.0666666666667,116.26666666666667
Manningtree,69864020.0909091,18920.0,9.828225426238559,1005.2727272727273,135.54545454545453
Fairford,68392454.75,18875.0,9.842547331187665,1607.25,205.25
Flint,69721816.0,18852.0,9.786714302845454,870.0,115.25
Pinner,68775987.6,18848.0,9.682748489217362,359.8,44.8
Guisborough,66597446.5,18839.0,9.828133502485684,903.8333333333334,114.16666666666667
Windermere,70164848.90476191,18835.904761904763,9.80932140839342,829.5714285714286,119.14285714285714
Cradley Heath,68647457.3076923,18830.76923076923,9.80707959573956,639.8461538461538,88.38461538461539
Shipston-On-Stour,71231275.25,18830.0,9.827306688662594,659.25,87.0
Saltcoats,69495027.33333333,18805.333333333332,9.780121631579918,1192.6666666666667,152.33333333333334
Snodland,69300853.4,18792.0,9.811075066258354,982.8,128.2
Birmingham International Airport,69020969.375,18780.75,9.645229145838167,1827.0,240.125
Cromer,70274834.16666667,18769.666666666668,9.73828138241912,513.6666666666666,68.16666666666667
Shoreham,70076172.0,18750.0,9.838949031398556,1901.0,287.0
Llandovery,69516064.5,18750.0,9.81853803413843,1580.5,206.5
Liphook,69334409.6875,18743.5,9.789515848648682,853.4375,111.875
Clackmannan,71752808.0,18720.0,9.837347750031583,276.0,39.0
Minworth,68329953.5,18720.0,9.820974753546347,288.0,40.0
Grange-Over-Sands,70612096.2,18708.6,9.789246321948568,710.4,98.8
Hunstanton,69044542.28571428,18678.0,9.750691020532456,697.4285714285714,95.85714285714286
Little Ilford,69419697.33333333,18666.666666666668,9.82152070639052,1675.6666666666667,216.33333333333334
Torpoint,69974311.66666667,18640.0,9.8028938869257,1606.0,212.0
Stockbridge,70601797.1111111,18632.0,9.798043132848656,874.2222222222222,119.66666666666667
Ottery St. Mary,46633181.0,18624.0,9.832206350531164,496.0,74.0
Erdington,69271448.85714285,18614.85714285714,9.778233266710393,715.7142857142857,95.42857142857143
Clitheroe,70161108.69565217,18549.130434782608,9.760142045767747,758.3478260869565,99.73913043478261
Martock,61645863.166666664,18541.0,9.800972316019724,875.1666666666666,122.83333333333333
Rutland,67721456.0,18524.5,9.821130560572723,1340.0,184.0
Old Trafford,69868552.85714285,18510.428571428572,9.741730613637928,1081.5,144.92857142857142
Mytholmroyd,71471713.0,18500.0,9.825526011066415,2232.0,293.0
Southfleet,67704885.5,18500.0,9.825526011066415,1855.0,240.0
Alva,72182204.5,18500.0,9.825526011066415,902.5,117.0
Willingham,72119254.0,18500.0,9.825526011066415,1151.0,151.0
Manchester Airport,69541220.0,18500.0,9.825526011066415,1023.0,140.0
Norwood,59920957.0,18500.0,9.825526011066415,2789.0,348.0
Muswell Hill,72541276.0,18500.0,9.825526011066415,736.0,93.0
Flixborough,66908277.0,18500.0,9.825526011066415,1125.0,158.0
Wiveliscombe,58501825.0,18500.0,9.825526011066415,733.0,91.0
Lenham,67941621.66666667,18500.0,9.816960671755826,1351.3333333333333,185.66666666666666
Haddington,69607348.0,18493.666666666668,9.774736754181967,1717.0,214.66666666666666
South Queensferry,67150840.5,18470.0,9.785373157104695,421.5,57.5
Ballater,69869926.0,18468.5,9.810165359148797,1764.5,236.0
Isle Of Harris,70862298.0,18457.5,9.819721816875468,487.0,74.5
Eccleshall,66596800.0,18453.0,9.822982237876477,1333.0,186.0
Larkhall,68892599.0,18440.0,9.818609479734269,1338.0,177.66666666666666
Holmfirth,67604011.14285715,18438.85714285714,9.776540506163295,742.8571428571429,98.07142857142857
Thornton Heath,69661067.0,18401.25,9.803195635699016,742.0,98.75
Raynes Park,68723430.0,18388.0,9.7778695437508,1532.8,203.8
Caversham,69617246.5,18378.0,9.79310186895155,686.0,92.5
West Marton,69496145.33333333,18333.333333333332,9.80000786601133,309.0,43.333333333333336
Ballycastle,69820043.66666667,18333.333333333332,9.786080688006344,943.3333333333334,134.66666666666666
Cardigan,59598884.5,18331.0,9.766084885217076,707.0,103.0
Forest Beck,71026884.0,18294.666666666668,9.773650534687052,940.0,134.66666666666666
Blackwood,69906260.71428572,18276.85714285714,9.789197383069437,750.7142857142857,93.42857142857143
Newtown,69909155.0,18259.666666666668,9.7747395060847,1917.3333333333333,255.66666666666666
Paignton,68867577.28571428,18255.464285714286,9.73587895410891,835.75,116.42857142857143
Llantrisant,70462043.66666667,18252.666666666668,9.806386288025083,821.6666666666666,108.66666666666667
Bromley-By-Bow,71555760.0,18240.0,9.811372263628323,433.0,60.0
Sway,71905977.0,18240.0,9.811372263628323,364.0,56.0
Cambuslang,69017401.0,18240.0,9.811372263628323,722.0,97.0
Leyton,71555759.0,18240.0,9.811372263628323,424.0,58.0
Great Blakenham,67776229.0,18240.0,9.811372263628323,545.0,80.0
Colnbrook,68510649.0,18235.0,9.790960830353306,415.25,54.25
Machynlleth,69890856.83333333,18232.666666666668,9.749986852899072,1092.6666666666667,152.16666666666666
Cleveley,68904742.66666667,18220.666666666668,9.716183344654715,618.3333333333334,81.66666666666667
Crediton,67601396.0,18199.6,9.777288829853518,1291.0,172.8
Colwyn Bay,68982327.83333333,18148.777777777777,9.718211576568146,734.0555555555555,99.38888888888889
Wells,69700124.625,18062.5,9.762291337602097,960.625,127.75
Bampton,69499563.5,18062.5,9.769995532649752,1452.75,188.0
East Goscote,70653293.33333333,18060.666666666668,9.799904544288067,1121.6666666666667,145.66666666666666
Ballynahinch,69981042.5,18012.0,9.784612700684342,1369.5,169.5
Tockwith,68849433.0,18000.0,9.798127036878302,404.0,49.0
Partington,68263630.0,18000.0,9.798127036878302,464.0,64.0
Montgomery,69551834.0,18000.0,9.798127036878302,1084.0,143.5
South Hampstead,70147730.0,18000.0,9.798127036878302,713.0,90.0
Porters Wood,69540507.0,18000.0,9.798127036878302,1370.0,186.0
Portscatho,71368766.0,18000.0,9.798127036878302,1163.0,160.0
Bollington,72702721.0,18000.0,9.798127036878302,532.0,75.0
Heywood Distribution Park,68627489.0,18000.0,9.798127036878302,1184.0,159.0
Helmshore,72373931.0,18000.0,9.798127036878302,670.0,86.0
Lower Hale,70763988.0,18000.0,9.798127036878302,407.0,55.0
Churwell,71270340.0,18000.0,9.798127036878302,184.0,31.0
Bembridge,66983291.0,18000.0,9.798127036878302,895.0,118.0
Dolgellau,68509426.0,18000.0,9.798127036878302,120.0,17.0
Bungay,70758878.0,18000.0,9.798127036878302,1246.0,164.0
Twyford,72373078.0,18000.0,9.798127036878302,813.0,106.0
Nyewood,66899709.0,18000.0,9.798127036878302,639.0,76.0
Rastrick,69471612.0,18000.0,9.798127036878302,443.0,52.0
Tackley,68589192.0,18000.0,9.798127036878302,302.0,37.0
Chalfont St. Peter,68286470.0,18000.0,9.798127036878302,1254.0,175.0
Bamber Bridge,67746269.0,17971.0,9.796514626532023,888.0,120.0
Crook,70625249.5,17952.0,9.735219433201477,810.0,111.5
Horncastle,69912374.57142857,17928.571428571428,9.74825780943374,640.0,86.0
Tavistock,66709437.0,17923.375,9.734876398954562,919.625,123.625
Mirfield,68601965.4,17923.266666666666,9.712836495000147,798.2,107.33333333333333
Eaton Socon,69949137.33333333,17913.0,9.785062587238757,1008.3333333333334,128.66666666666666
Burford,70501339.73333333,17878.733333333334,9.762985852123485,820.8,112.4
Wool,46628753.0,17875.0,9.791158367562208,443.3333333333333,62.333333333333336
Par,68266706.25,17841.25,9.56832866880285,683.25,89.0
Leigh,69803178.86666666,17826.433333333334,9.749118061511828,889.8,117.16666666666667
Biggar,70636118.25,17776.0,9.695768532793574,695.0,92.75
Crick,70009853.0,17766.666666666668,9.75745116734833,725.6666666666666,100.33333333333333
Penrhyndeudraeth,68411282.0,17760.0,9.784704016546161,449.0,76.0
Newhaven,70369289.41666667,17756.666666666668,9.71819266065806,696.75,94.83333333333333
Milngavie,66436500.0,17750.0,9.784140794903562,1413.0,190.0
Atherton,69467435.0,17750.0,9.781654959018624,762.5,99.5
Oswestry,69561415.09677419,17698.612903225807,9.737579711838812,740.4193548387096,98.58064516129032
Wombwell,69130809.0,17667.0,9.722787005228462,425.5,55.5
Chiltern Green,71554702.0,17634.0,9.777584135646972,1010.0,121.0
Currie,70918562.5,17604.5,9.77461439323028,439.0,56.5
Caldicot,70547914.0,17604.333333333332,9.718138801284901,864.1666666666666,109.5
Northwood,69750531.16666667,17600.5,9.736649899411544,1266.3333333333333,165.16666666666666
Honiton,66006478.0625,17583.1875,9.750897424951866,782.1875,104.75
Wickford,68612654.45,17579.6,9.677483831533253,931.05,126.25
Stockwell,68093676.0,17562.0,9.74240341365477,1579.5,196.0
Ambleside,70259103.375,17547.125,9.756600175543479,1331.625,186.625
Saltash,67642529.1111111,17531.444444444445,9.717541813600093,705.3333333333334,102.66666666666667
Easton,68853867.33333333,17515.666666666668,9.738681400702028,471.6666666666667,60.333333333333336
Holt,69887799.0,17511.0,9.749524928596514,714.0,97.25
Tenbury Wells,70737255.25,17510.0,9.754631559377893,610.25,81.5
Impington,71748353.0,17500.0,9.769956159911606,351.0,40.0
Sutton Park,72577808.0,17500.0,9.769956159911606,1531.0,210.0
Bovingdon,72481759.0,17500.0,9.769956159911606,440.0,56.0
Walnut Tree,69523437.0,17500.0,9.769956159911606,597.0,79.0
Pell Wall,72373927.0,17500.0,9.769956159911606,1522.5,194.0
Kimbolton,70559970.5,17500.0,9.769547829958327,1053.0,140.0
Ampney Crucis,67651054.0,17500.0,9.769956159911606,1108.0,139.0
Hackney Wick,69526128.0,17500.0,9.769956159911606,1056.0,132.0
Haslingden,71216007.0,17472.0,9.768354878544631,59.0,9.0
Pewsey,70757388.66666667,17469.166666666668,9.74495747670449,1112.0,142.16666666666666
Steeton,69190242.5,17462.0,9.713967675696164,747.5,105.0
Holyhead,67869656.83333333,17439.666666666668,9.726288024344589,492.8333333333333,68.83333333333333
Aldford,54011119.0,17375.0,9.762761791185557,898.0,136.5
Sidmouth,68389037.75,17366.05,9.726564913330487,806.8,107.05
Sherburn In Elmet,70520417.0,17340.0,9.751581825345296,747.0,99.0
Bonnyrigg,69052743.4,17337.8,9.722476444441867,461.8,63.4
Dungannon,69306125.25,17318.5,9.749921805070636,1377.25,184.75
Bensham,69003364.0,17280.0,9.757305042358047,780.0,119.0
Netherfield,72540342.0,17280.0,9.757305042358047,1479.0,199.0
Hunslet,68218200.0,17280.0,9.757305042358047,146.0,23.0
Stepney,72295315.0,17280.0,9.757305042358047,481.0,70.0
Stoke Newington,69016332.0,17280.0,9.757305042358047,399.0,54.0
Talsarnau,67776174.0,17280.0,9.757305042358047,148.0,20.0
Faygate,71294637.0,17280.0,9.757305042358047,484.0,69.0
Lopen,68995559.0,17280.0,9.757305042358047,500.0,66.0
Cleator,70579539.0,17280.0,9.731983175948669,162.0,22.5
Isle Of Bute,70188917.6,17256.0,9.743394078217218,746.6,101.2
Coniston,71826343.5,17250.0,9.733306387395782,923.5,119.0
Ludlow,70265259.0,17248.75,9.630482511392453,654.5,87.66666666666667
Pembroke Dock,69261703.5,17246.25,9.726422726852451,371.75,52.0
Langport,69606268.6,17243.6,9.70983056930432,638.0,85.8
Inverurie,69717346.7826087,17187.869565217392,9.694080159442645,944.1304347826087,127.0
Hayle,69155037.42857143,17172.285714285714,9.735023076862907,1019.1428571428571,130.14285714285714
Eccles,71315790.71428572,17165.428571428572,9.71965536827277,802.1428571428571,107.57142857142857
Warlingham,71965259.0,17151.0,9.746090230115353,1327.25,187.75
Dunoon,68021137.33333333,17120.333333333332,9.69151678940464,330.3333333333333,44.333333333333336
Shifnal,67953079.57142857,17112.285714285714,9.488299487511956,1141.857142857143,153.28571428571428
Maida Vale,69145690.5,17100.0,9.73923551905011,492.5,71.0
Nailsea,64894207.0,17090.0,9.744829113745393,1135.0,144.0
Earls Court,69005391.0,17050.0,9.743905482711662,593.0,80.0
Mickle Trafford,69320466.0,17042.0,9.72128818792615,757.5,105.1
Horbury,69002374.0,17000.0,9.740968623038354,295.0,36.0
Sutton Weaver,71227483.0,17000.0,9.740968623038354,668.0,88.0
Gretna,69142901.0,17000.0,9.740968623038354,187.0,23.0
Leckhampton,72691859.0,17000.0,9.740968623038354,1716.0,228.0
Belle Isle,72481744.0,17000.0,9.740968623038354,1015.0,129.0
Wynyard,71592872.0,17000.0,9.740968623038354,3017.0,377.0
Harold Wood,68224319.0,17000.0,9.740968623038354,505.0,67.0
Clowne,65199402.0,17000.0,9.740968623038354,764.0,102.0
Duffryn Rhondda,68508674.0,17000.0,9.740968623038354,851.0,104.0
Culmhead,68246239.5,17000.0,9.733999869116463,980.0,130.0
Sturminster Newton,68253988.0,16980.0,9.718949490550395,555.0,77.0
Stonesfield,66425846.0,16944.0,9.737669067841187,930.0,130.0
Crieff,66199805.333333336,16903.0,9.682438542018977,1262.0,174.66666666666666
Helston,70433145.3125,16885.5625,9.688272911641741,934.8125,128.0625
Peacehaven,67946611.33333333,16882.666666666668,9.694137601341646,731.0,98.0
Tottenham Hale,68312926.0,16876.0,9.733647773244229,1606.0,214.0
Wishaw,67667840.375,16867.125,9.705172064382879,1110.0,143.0
Sheldon,69002287.0,16819.0,9.730264478727433,1294.0,174.0
Wythenshawe,69867992.91666667,16804.333333333332,9.710660391017756,715.25,95.5
Long Marston,70758012.0,16800.0,9.72913416539135,1603.0,203.0
Old Windsor,72696526.0,16800.0,9.72913416539135,698.0,112.0
Ladbroke Grove,72696346.0,16800.0,9.72913416539135,403.0,61.0
Goodwick,67443998.0,16800.0,9.72913416539135,346.0,47.0
Lyne,70001583.66666667,16770.333333333332,9.656092596463475,615.6666666666666,81.0
Llanfairpwllgwyngyll,69652077.14285715,16731.428571428572,9.662616417764738,865.5714285714286,134.42857142857142
Fleetwood,68705105.66666667,16728.222222222223,9.68536158663969,709.5555555555555,94.33333333333333
Lakeside,68959715.0,16725.0,9.694411484552043,637.75,81.0
Narberth,69671986.0,16725.0,9.719697831910752,1023.75,137.75
Whitby,65050134.666666664,16684.190476190477,9.666664716925208,696.3809523809524,96.66666666666667
Aldridge,70776375.66666667,16666.666666666668,9.663999223021383,858.0,116.0
Carmarthen,67728404.0,16625.7,9.677143038102958,1169.8,155.5
Adlington,67379467.5,16625.0,9.713862919547491,942.5,120.5
Padstow,70771663.16666667,16579.166666666668,9.62035214839475,891.6666666666666,122.16666666666667
Aberdare,68978969.1111111,16564.0,9.636787208979435,597.1111111111111,76.88888888888889
Abergavenny,70527698.0,16555.0,9.707447572634988,1144.25,136.0
Ivybridge,68969225.625,16541.5,9.669413989938658,682.25,93.875
Dunbar,68404578.0,16527.333333333332,9.594367346902148,676.7777777777778,92.77777777777777
Petworth,69752674.8,16523.2,9.678580370654892,988.4,138.1
Looe,60721760.333333336,16518.666666666668,9.691323272454891,1008.0,140.33333333333334
Weoley Castle,57142788.0,16502.0,9.670461987201348,1612.0,210.0
Bebington,69688442.0,16500.0,9.711115659888671,2093.0,259.0
Binbrook,71270344.0,16500.0,9.711115659888671,2571.0,323.0
Hillsborough,71620637.0,16500.0,9.711115659888671,1022.0,142.0
Worminghall,66536416.0,16500.0,9.711115659888671,1077.0,129.0
Newtownards,67942640.66666667,16488.0,9.691738671815274,549.3333333333334,70.66666666666667
Kingussie,70394382.5,16478.0,9.704031439926494,422.0,56.5
Heckington,71607385.0,16454.0,9.708323887728875,304.0,38.0
Trent,69240790.51136364,16427.329545454544,9.666688832385004,529.0454545454545,71.875
Halesworth,68690116.75,16411.625,9.692768337525562,892.625,119.0
East Tuddenham,69861318.36363636,16402.272727272728,9.678659394180045,1156.6363636363637,152.54545454545453
Corwen,69091684.0,16389.5,9.702159245399926,385.5,54.0
Earls Colne,70363533.85714285,16388.571428571428,9.676982780609476,633.8571428571429,84.42857142857143
Dukinfield,69271874.8,16382.5,9.677340665029869,765.8,98.6
Eggington,71614885.0,16368.0,9.703083488191409,962.0,125.0
Sea,69939932.4528302,16331.490566037735,9.627379154331159,623.7358490566038,86.05660377358491
Deanshanger,71592494.0,16320.0,9.700146628518098,438.0,60.0
Nayland,67299664.0,16320.0,9.700146628518098,667.0,97.0
Norley,72696373.0,16320.0,9.700146628518098,342.0,46.0
Caddington,71592345.0,16320.0,9.700146628518098,437.0,60.0
Wendover,71592472.0,16320.0,9.700146628518098,435.0,60.0
Old Dalby,71294655.0,16320.0,9.700146628518098,818.0,123.0
Lostwithiel,46628781.0,16320.0,9.700146628518098,681.0,92.0
Anwick,72340368.0,16320.0,9.700146628518098,1153.0,137.0
Ripponden,69023122.0,16320.0,9.700146628518098,1487.0,198.0
Lower Basildon,59968088.0,16320.0,9.700146628518098,633.0,91.0
East Wittering,68849570.0,16320.0,9.700146628518098,521.0,84.0
Shamley Green,71467828.0,16320.0,9.700146628518098,295.0,39.0
Sherbourne,67746778.0,16300.0,9.698920386794853,1178.0,155.0
Longbenton,69619004.2,16277.0,9.673772726201591,1591.2,203.4
Bath & N E Somerset,69596953.0,16250.0,9.694781962972847,1878.5,252.0
Pinxton,70314565.33333333,16242.666666666666,9.630308765216121,485.3333333333333,67.0
Eltham,69274646.0,16241.6,9.653937090683012,499.0,70.4
Lanark,68888942.8,16241.4,9.654973766525938,688.4,91.3
Greenock,70301358.70588236,16219.764705882353,9.66095678765331,1163.235294117647,151.41176470588235
Hebden Bridge,68710617.83333333,16216.166666666666,9.674553044319163,635.5,82.83333333333333
Craven Arms,67721454.33333333,16213.333333333334,9.692992291076182,416.0,56.666666666666664
Fort William,69653872.375,16202.75,9.64342066707829,854.25,112.5
St. Clears,72601048.0,16185.0,9.691840166360345,335.0,47.0
Ammanford,69579758.375,16170.0,9.679003355692489,1037.375,136.625
Abergele,70771543.0,16125.0,9.685686451271927,1447.0,185.0
Coxheath,69542071.0,16118.0,9.687691938884457,839.0,131.0
Holsworthy,70449353.4,16115.1,9.66113812378631,550.0,72.9
Stevenstone,68981320.0,16108.5,9.679800956431006,392.5,50.5
Malpas,68813400.8,16088.0,9.649344674963254,977.8,123.2
Glenluce,68849573.0,16070.0,9.684709458731557,1104.0,145.0
Bramhope,46627738.0,16054.333333333334,9.683457110354214,714.6666666666666,100.33333333333333
Holbeck,69114517.0,16000.0,9.680344001221918,1329.0,193.0
Stillington,69060499.0,16000.0,9.680344001221918,710.0,95.0
Walkley,71270365.0,16000.0,9.680344001221918,484.0,65.0
Rhuddlan,71902060.0,16000.0,9.680344001221918,3731.0,460.0
Lytham St. Annes,68100735.0,16000.0,9.680344001221918,320.0,47.0
Rownhams,69540212.0,16000.0,9.680344001221918,966.0,121.0
Rowley Regis,72571877.0,16000.0,9.680344001221918,369.0,50.0
Kidwelly,72383052.0,16000.0,9.680344001221918,621.0,81.0
St. Pauls,69526248.0,16000.0,9.680344001221918,1392.0,192.0
Southwold,70297444.0,16000.0,9.680344001221918,1174.0,177.0
Yetminster,71900383.0,16000.0,9.680344001221918,591.0,83.0
Cross Heath,69688492.0,16000.0,9.680344001221918,951.0,135.0
Goring,68017910.0,16000.0,9.680344001221918,648.0,87.0
Ryton,70139324.33333333,15996.666666666666,9.638966133717688,261.0,37.0
Witley,72373802.0,15950.0,9.67721410821299,989.0,126.0
Kirkby,66291640.5,15942.0,9.643217894559314,516.5,68.5
Blythe Valley Park,72117567.0,15936.0,9.67633597982438,626.0,81.0
Ampthill,57139378.0,15896.0,9.673801381447591,854.5,115.5
Hengoed,69324244.8,15885.0,9.617440415707879,1830.0,238.0
Carluke,66543751.0,15880.0,9.672815734801127,213.0,32.0
East Linton,72200459.0,15840.0,9.670293665368417,463.0,61.0
Cefn Coed,71576607.0,15840.0,9.670293665368417,943.0,150.0
Bourn,69888064.0,15791.0,9.661400301299922,252.0,35.0
Alvechurch,70124651.5,15766.0,9.455549778970347,1457.5,183.5
Ottershaw,52069742.8,15762.0,9.661765921863495,503.4,70.6
Crymych,71085956.0,15725.0,9.663007081568642,819.0,121.0
Swiss Cottage,71898081.0,15720.0,9.65205882547772,976.5,128.0
Tyseley,69631229.2,15712.0,9.658660056919922,1176.2,148.2
Severn Beach,68254478.33333333,15680.0,9.657270178207932,368.0,51.333333333333336
Holbeach,71019381.5,15660.0,9.657976054301223,519.5,74.0
Oban,69945535.57142857,15643.142857142857,9.612303818244717,955.2857142857143,126.0
Pontyclun,69081338.125,15625.25,9.629180817727176,549.375,72.625
Kent International Airport,70764462.0,15613.0,9.65585917954152,1733.0,216.0
Isle Of Barra,69896042.0,15609.0,9.655602949958412,1036.0,140.0
Rustington,67447070.0,15600.0,9.655026193237628,1959.0,281.0
Woodhall Spa,69400496.5,15583.666666666666,9.56867775693798,765.3333333333334,96.0
Market Deeping,67181297.0,15582.0,9.653364798650742,1238.0,168.0
Frodsham,69249893.84615384,15581.846153846154,9.635354858075198,767.3076923076923,111.46153846153847
Linwood,66746669.0,15571.0,9.653165488841426,248.0,31.0
Annesley,70108883.0,15560.0,9.645476680698383,1203.6,151.2
East Leake,70220474.0,15552.0,9.649633907124187,518.5,78.5
Easingwold,71335346.0,15542.0,9.651301315769187,745.0,103.0
Lifton,72109052.66666667,15520.0,9.639506747563344,788.6666666666666,101.33333333333333
Braunton,66740585.71428572,15516.142857142857,9.614923776621662,688.7142857142857,97.28571428571429
